arm,chat_rate,code_rate,seed,throughput_rps,tokens_per_sec,completed,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,sat_level,sat_score
"agg-4xtp4","80","0.5","777",22.96779132284844,4295.176987166472,689,1439.2442635885448,6051.769,7558.561500000001,8476.011200000003,12063.616107402033,21747.5566,23901.539800000002,26776.400800000003,63.16377518726592,85.015,86.409,87.036,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","1","42",22.401710743977148,4362.633159752299,672,1671.125041322314,6868.9075,8184.728649999999,9323.74151,12741.625808035715,21875.3792,23832.750549999993,27170.841779999977,64.20700427813237,84.593,85.191,86.04,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","1","123",20.56709309106342,4068.8176934868447,617,1314.6502096577017,6250.905000000001,7894.52925,9359.548100000002,12422.855038897893,21928.610999999997,24501.532999999996,26773.330360000007,61.98662978302936,86.466,86.982,87.956,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","1","777",22.666868401795444,4191.1039674919775,680,1472.3555161479742,6221.252999999999,7757.176899999992,8753.46122,12158.344669117647,21883.4736,24126.664399999994,26582.460360000005,64.35215803025942,84.843,85.205,86.607,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","2","42",21.234954976061672,4025.8407733737267,637,1697.9626803377564,7197.205199999999,8597.53485,9839.70286,12820.759864992151,22306.4016,23835.199,26601.323439999996,66.33832256157964,86.488,90.381,92.038,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","2","123",20.233752846475685,3886.9139220153165,607,1447.6102006134968,7302.645400000002,8723.6907,9905.556780000006,12688.611324546951,22830.0128,24214.340399999997,27685.17183999998,64.90336594596458,88.721,89.21,90.518,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","2","777",21.567722766158116,3862.0224436989934,647,1498.1928352306772,6762.408400000001,8150.9375999999975,9346.470319999993,12100.682276661515,22074.315,24298.922499999986,26870.926459999988,66.23732519443095,86.577,89.029,90.743,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","5","42",17.934702946815037,3072.367959833199,538,1873.4298800513147,8312.618800000002,10314.040799999997,11918.617400000001,12996.255691449813,22941.738699999998,24791.69255,27960.51009,74.18704898173007,100.953,103.002,110.661,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","5","123",17.433694791938684,3063.9635261771095,523,1551.0339909443726,7261.9315,9540.485250000002,10922.34925,12917.49357743786,23261.8596,25047.2312,27574.52578,72.25251873208308,98.832,102.968,105.52,0,0,0,"OVERLOADED",1
"agg-4xtp4","80","5","777",18.9009255153194,3046.182494736159,567,1715.8925774559195,7870.487899999999,9840.182349999997,10967.77565,12222.421262786596,22529.0468,23828.7779,26931.094620000018,73.8751891448455,99.378,102.098,106.749,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","0.5","42",23.70312565216933,4643.745688598136,711,2773.9669641825535,10473.564,11771.958999999999,12722.225900000001,13834.82317580872,22924.797,24903.484999999997,27053.30819999999,68.1891248926636,84.304,84.656,91.602,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","0.5","123",22.47379085836877,4505.861691489536,674,2446.6762634376846,10167.3566,11727.012199999996,12753.81908,13640.803462908012,22886.760599999998,25014.494700000003,27829.589939999998,66.2687980574004,85.42,86.095,86.573,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","0.5","777",23.57364603747016,4390.633253485248,707,2459.403231615518,9773.950000000003,11422.609199999999,12183.89302,13089.596619519094,22574.257,24479.7085,27484.308019999986,67.99998487474518,85.842,86.353,97.469,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","1","42",23.43642381642059,4549.2665632841445,703,2805.3765509849363,10595.6185,11826.286750000001,12894.84425,13932.736283072547,23023.953400000002,25045.1697,27176.65742,69.2588860021951,83.614,84.171,84.696,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","1","123",22.207039631563205,4403.629283816303,666,2502.196215302491,10346.723,11945.565999999999,13378.2103,13801.039992492493,23389.241,25246.50525,27842.744500000004,67.93645228727331,85.299,85.797,86.863,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","1","777",23.47361642203535,4321.41275960436,704,2529.0227212543555,9825.859,11345.884549999999,12417.92231,13251.409875,22483.896900000003,25072.883400000002,27291.521200000003,69.26286346004655,85.686,86.208,87.233,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","2","42",22.569642850237184,4299.500294105449,677,2800.926374558304,10791.2838,12331.9605,13143.465269999999,13981.099215657312,23055.141399999997,24837.397399999994,27951.012000000002,71.04308372372185,86.918,87.492,97.399,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","2","123",20.939971304236774,4032.7450468465167,628,2464.392566747573,10329.5194,12111.6382,13254.44516,13817.046603503184,23095.332800000004,24972.3165,28005.255400000002,70.10961629375977,89.334,90.228,97.146,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","2","777",22.703987577018108,4084.35068145802,681,2527.3097439812095,10190.8462,11690.260199999995,12837.94276,13228.939889867843,22707.658,24749.676,27733.135200000008,70.89217043700955,87.038,87.595,88.554,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","5","42",19.4674862478377,3386.5092387056166,584,2801.5591481942715,11757.423,13571.799,14832.779800000002,14040.452924657535,23780.149400000006,25258.404050000005,27649.250399999994,77.99564887582049,95.58,96.96,105.062,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","5","123",18.705929779740178,3286.9753045048615,561,2485.764859671302,11094.281300000002,12815.227199999996,14014.38665,13885.827923351158,23398.537,25588.822,27930.74779999999,76.67650868726854,96.465,97.179,101.119,0,0,0,"OVERLOADED",1
"agg-4xtp4","100","5","777",20.339355138411314,3348.4913766802556,610,2593.273338858195,10965.259,12624.6354,13896.54668,13322.6345,22945.5102,24835.099249999996,28171.878179999996,77.72881877473326,97.444,101.608,104.69,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","0.5","42",24.30027783317656,4776.054606224331,729,3586.2551284246574,13064.5267,14291.5731,15602.58804,14595.49464334705,23708.324000000004,25352.1598,27430.05048,71.07820335178286,83.863,84.404,97.898,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","0.5","123",23.005087191614304,4579.579364316763,690,3360.704952130765,12658.4498,14258.188799999993,15443.562679999988,14482.010272463769,23537.456899999997,25482.0055,27780.770300000004,69.79484233940893,86.356,87.216,93.843,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","0.5","777",24.20146741564097,4504.706468702219,726,3258.75053008596,12280.494000000002,13925.3342,15261.7966,13858.529125344352,23223.425499999998,25092.95875,27855.26075,71.00409858861518,84.243,84.673,96.693,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","1","42",24.166942975381353,4729.2540711382135,725,3657.746052631579,13094.6464,14391.17145,15341.36111,14738.881113103447,23822.112800000003,25530.219999999994,27733.54396,72.04208498699974,83.45,83.869,84.405,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","1","123",22.638339424791468,4429.579527686222,679,3287.080168922896,12396.4006,14282.5772,15640.23886,14453.225222385861,23156.732200000002,25404.0584,28277.6084,70.99364618434093,84.911,85.209,86.00554000000001,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","1","777",23.869996531182768,4385.311750989263,716,3296.6245477560415,12199.4466,14194.2744,15142.33671,13902.543805865922,22900.639,25243.337249999997,27556.226650000004,72.1401718708198,85.911,86.12,86.769,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","2","42",23.633603544200522,4565.085527477864,709,3667.8070220034742,13359.954,14891.71059999999,15898.63406,14926.432031029619,24205.249400000004,25939.145800000002,28407.651679999995,73.9685562895436,86.135,86.701,87.817,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","2","123",21.871503185070992,4207.697128758406,656,3304.1983553965415,12722.154400000009,14652.0946,15885.25404,14569.507902439025,23566.507999999998,25473.3435,28111.42425,73.08878806343442,86.77860000000013,87.927,92.032,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","2","777",23.403264755433383,4237.39111606069,702,3280.6113488102146,12433.3702,14275.959799999999,15688.15682,13974.634138176638,23352.154799999997,25242.814349999997,27849.637000000002,73.63626362715779,86.515,87.67,88.258,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","5","42",20.633569243808356,3654.7084521666366,619,3541.4707963414635,13872.093200000001,15818.98005,16900.59893,14806.470975767366,24355.4304,25758.6407,27912.59898000001,79.78784262664992,94.036,94.466,103.335,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","5","123",19.8004738913418,3530.2178232132355,594,3246.3304417596037,13328.925700000002,15022.4925,16544.296749999998,14645.319621212122,23866.1189,25353.4876,27153.230430000003,79.12648009685691,93.473,94.486,100.947,0,0,0,"OVERLOADED",1
"agg-4xtp4","120","5","777",21.302971764561157,3587.4337803456915,639,3280.502599517491,13094.339399999999,14878.2565,16219.552490000002,14054.03876056338,23894.675000000003,25611.953,27594.482200000002,79.3558791238583,93.365,94.165,103.983,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","0.5","42",25.267509759242298,5008.433781407172,758,4456.34953322072,15288.755000000001,16948.933,18061.50675,15416.939407651715,24450.5366,25945.2852,28531.038899999996,73.4881000668941,83.097,83.606,97.256,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","0.5","123",23.7333388711124,4722.10110182359,712,4191.236227745665,15081.445800000003,16772.920749999997,18315.38639,15239.939699438202,23790.7308,25966.37505,27906.20523,72.73167839178154,84.293,85.563,96.326,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","0.5","777",24.800905233041007,4678.004080482271,744,4048.3483930602956,14504.416099999999,16376.9531,17796.891660000005,14634.895938172041,24120.149,25725.83,28233.81016,73.24333598870987,83.599,84.074,84.642,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","1","42",24.96749974890829,4919.7974905762685,749,4549.606551101073,15489.203,16955.4185,18117.0321,15526.05352069426,24562.5384,25937.564599999998,28176.096199999993,74.46905815172977,84.256,84.46,84.951,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","1","123",23.26667209555682,4595.70107233025,698,4206.551055296857,15261.925299999999,16851.0307,18259.32866,15351.38700573066,23802.8097,25665.9214,28735.81073,73.82741920786161,84.927,85.339,86.804,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","1","777",24.501032310161335,4539.957950228303,735,4177.25444324016,14516.994599999998,16642.436599999997,18135.98284,14796.871904761905,24020.671,25925.90229999999,28712.18726,74.87925562905107,85.394,85.831,91.336,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","2","42",24.400814173832934,4761.225532891947,732,4509.7876,15595.9323,17235.7509,18299.79685,15630.321206284152,24656.9251,26189.1423,28899.95492999997,75.82591204785362,85.19,85.721,88.179,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","2","123",22.633338614445677,4370.46768644246,679,4143.3505383254715,15339.6445,16837.578,18388.33205,15379.635649484535,24055.0182,25520.657000000003,28478.299980000003,75.63056196573005,87.426,87.948,88.715,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","2","777",24.101015456117885,4397.6186196645085,723,4107.46837794371,14907.098,16665.724,18109.928399999997,14722.139370677733,23669.0734,25825.1381,27883.81426,75.8771015015244,88.767,91.76,93.218,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","5","42",21.90073075438284,4016.0340016678556,657,4296.336583333333,15894.5624,17701.6433,19052.296290000002,15421.077176560122,24591.9992,26300.933799999995,27920.183359999995,79.69804368218995,94.238,94.776,99.378,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","5","123",21.300004970001158,3925.5009159502138,639,4167.1653960217,15646.5384,17530.213499999998,18936.049880000002,15585.930153364632,24184.049400000004,26087.5498,28301.92028,80.5954384252856,93.4145,95.709,100.057,0,0,0,"OVERLOADED",1
"agg-4xtp4","150","5","777",22.267604875085404,3826.827903682342,668,4081.809745712596,15395.921,17093.789,18424.600599999994,14766.79099251497,24211.682600000004,25785.1627,27578.15514,80.77446003750043,92.713,93.093,100.211,0,0,0,"OVERLOADED",1
"pd-thresh16","50","0.5","42",16.469573546397605,3355.058834550965,494,132.97811111111113,154.572,239.46549999999908,526.14388,11454.555650505052,20575.8358,22786.970599999993,25969.75816,56.258134052326746,82.794,82.995,83.857,0,0,1531,"OVERLOADED",1
"pd-thresh16","50","0.5","123",15.806571845687708,3270.7932201278218,474,127.13895991561182,145.6742,157.89045000000002,461.11938999999916,11019.57616877637,20020.7095,22444.60639999999,25768.886299999987,53.3580005942075,77.882,83.972,86.485,0,0,1457,"OVERLOADED",1
"pd-thresh16","50","0.5","777",17.100155041405706,3293.2298586173847,513,134.49595321637426,155.4814,234.86619999999985,539.2026799999999,10957.576660818713,20406.424,23504.461,27014.891319999995,56.73468033128822,82.935,84.965,86.325,0,0,1515,"OVERLOADED",1
"pd-thresh16","50","1","42",15.968217180554898,3211.0117892447356,479,125.13766533864542,153.20159999999998,159.7054,495.9917100000002,11029.943169322709,20774.804200000002,22968.767649999998,26535.277000000002,57.43603314830659,86.333,86.587,87.477,0,0,1523,"OVERLOADED",0.9403637450051313
"pd-thresh16","50","1","123",15.26845663873328,3073.3936375141043,458,126.8425111561866,154.8338,248.15099999999978,492.5463599999998,10361.092346855983,20228.820000000003,22121.9764,25879.010679999996,55.4914124142893,83.874,87.649,89.458,0,0,1440,"BACKLOGGED",0.6657627118644067
"pd-thresh16","50","1","777",16.504280660260584,3089.234577808331,495,141.56519961240312,158.26450000000003,364.71875,584.9451000000001,10545.16861627907,20311.0555,22971.98975,25612.712250000004,58.4940404305649,83.935,85.327,86.632,0,0,1510,"BACKLOGGED",0.6634050880626223
"pd-thresh16","50","2","42",14.369202830966332,2743.2508504417697,431,105.72591332263242,152.83440000000002,164.5111,497.98203999999964,7861.051951845907,19712.1708,22064.192,26342.176719999985,59.24875548551043,88.954,91.583,94.787,0,18,1392,"BACKLOGGED",0.6069400630914826
"pd-thresh16","50","2","123",14.40852792739596,2754.530314675579,432,120.12948294434472,163.8308,339.9814,489.60487999999845,8839.631628366249,20538.000200000006,22564.605199999998,26223.29347999999,59.61389205769582,90.723,92.729,96.607,0,7,1379,"BACKLOGGED",0.6299003322259136
"pd-thresh16","50","2","777",14.737155660273087,2634.8834009247535,442,119.6137881773399,162.69540000000003,337.1226000000003,536.7078399999996,7838.750947454843,19463.595200000007,21865.7968,26423.98344,60.248791293393055,90.257,92.458,101.592,0,30,1399,"BACKLOGGED",0.6116071428571428
"pd-thresh16","50","5","42",11.301994802082568,1889.0667536153464,339,97.54100257400258,172.0281999999999,353.3659999999999,540.0587600000001,5134.432996138997,17898.219,21884.267799999994,26678.122400000004,70.4631330717469,107.6968,115.38,118.816,0,100,1225,"BACKLOGGED",0.5327720986169573
"pd-thresh16","50","5","123",12.31841726565388,2052.6355620955555,369,103.24935597826087,171.327,340.0215,449.41490000000005,5896.712635869565,19208.368000000002,22128.689,26035.0857,70.60105731535718,101.617,108.984,118.082,0,19,1245,"BACKLOGGED",0.543424317617866
"pd-thresh16","50","5","777",12.136481131989601,1843.178058949223,364,99.99043574051407,171.2066,349.33839999999975,470.6580800000001,4817.831636474908,17164.5766,20057.217800000002,25182.18356000005,71.14183473241437,110.581,117.127,121.34939999999936,0,79,1216,"BACKLOGGED",0.5107784431137725
"pd-thresh16","80","0.5","42",16.866692528928546,3269.6383467787987,506,70.70604290171606,140.22140000000002,152.9506,225.11554,5472.564455538221,19296.5917,22594.457150000002,26641.58305,69.74285825399916,92.89,93.751,94.226,0,157,1628,"BACKLOGGED",0.4667221297836939
"pd-thresh16","80","0.5","123",16.30033796034038,3196.4329393762764,489,72.18539502332816,137.7865,154.78375000000003,418.1900500000019,5155.0438437014,18945.748,21884.62725,26235.05310000001,68.04486181631412,92.056,96.802,98.672,0,145,1602,"BACKLOGGED",0.46438983756768015
"pd-thresh16","80","0.5","777",17.000832474096814,3102.818601350846,510,75.10202607361964,143.2994,155.6537,418.3635600000003,5104.614073619632,18099.068600000002,21577.26695,26061.659770000006,69.51617828670194,93.749,94.636,95.573,0,149,1623,"OVERLOADED",0.4611570247933884
"pd-thresh16","80","1","42",16.36791662989997,3141.0398707447957,491,72.87296932515338,144.00300000000001,154.6135,407.00089000000037,5203.573730061349,19001.0468,22344.691749999998,26917.766040000006,70.32452552462847,92.846,93.921,95.875,0,157,1604,"BACKLOGGED",0.46048820852296235
"pd-thresh16","80","1","123",15.900329666835093,3055.0633416466167,477,71.54815064345192,138.601,154.585,408.43819999999977,4876.8245336866,18463.19,21551.536,26327.676599999988,69.10896015267679,91.34,95.249,100.233,0,138,1573,"BACKLOGGED",0.4534546959040132
"pd-thresh16","80","1","777",16.834157645919394,3017.881108911633,505,76.2486463963964,149.4441,160.90145,443.26676000000214,4989.40672972973,18297.94340000001,21797.9875,25529.565870000002,71.18778591977961,93.172,96.202,99.086,0,128,1606,"BACKLOGGED",0.4527526705012326
"pd-thresh16","80","2","42",15.801206685483882,2935.290825042672,474,72.41154716981133,144.7531,158.66279999999998,423.75345000000016,4759.11558563135,18446.5257,21915.182399999994,26213.412920000006,72.21557400260339,95.49,96.362,98.45,0,173,1549,"OVERLOADED",0.8230662773647834
"pd-thresh16","80","2","123",15.300317226577164,2888.05987910816,459,71.68020279206466,140.127,157.657,418.64020000000073,4652.995143277002,18447.966,21638.105,26583.525600000004,72.25569248442233,97.989,100.519,103.712,0,158,1542,"BACKLOGGED",0.4438087454025337
"pd-thresh16","80","2","777",16.200793298845202,2900.3420200809164,486,77.221174291939,148.63140000000004,159.5372,504.97692000000006,4733.329509803922,18237.419200000008,22194.800600000002,26462.989000000005,73.33308452380952,95.521,96.78,102.653,0,181,1574,"OVERLOADED",0.6669867913678044
"pd-thresh16","80","5","42",13.46769514965293,2325.377581334628,404,71.86849470198675,151.15930000000006,172.40159999999997,441.96556000000004,3757.8675278145693,17810.16750000002,21191.66655,26390.145280000004,80.07336343580575,105.369,110.252,113.121,0,241,1427,"OVERLOADED",1
"pd-thresh16","80","5","123",13.100271612298094,2210.2791597879127,393,70.29993224755701,141.0134000000001,168.34,417.0041600000006,3528.071229315961,16904.6216,21097.3527,26268.279240000007,80.4650929544558,105.655,107.608,112.334,0,172,1409,"OVERLOADED",0.9075681618937742
"pd-thresh16","80","5","777",14.500710051435519,2370.316066476722,435,74.99290298034242,148.51780000000008,173.55339999999995,456.9116400000002,3733.0899150285354,17242.143400000004,21003.59419999999,26386.11596,81.24282561446704,106.134,107.6935,113.151,0,173,1425,"BACKLOGGED",0.3861424678863371
"pd-thresh16","100","0.5","42",17.36895705313674,3454.722229371313,521,61.93190142387733,129.5905,149.7115,304.262,4301.847280394304,19083.9895,22541.519500000002,26758.1875,73.42668477406966,92.772,94.274,97.377,0,273,1683,"OVERLOADED",1
"pd-thresh16","100","0.5","123",16.769969232607544,3284.8802357477603,503,62.68663879957127,132.4935,151.12224999999998,364.6128499999999,3944.551408896034,17868.5745,21631.396999999997,26708.270749999992,72.89343759691505,94.387,95.445,96.736,0,259,1654,"OVERLOADED",1
"pd-thresh16","100","0.5","777",17.334864001824695,3217.150741077104,520,63.761792976939205,136.0623,152.04585,388.2660800000007,3859.0878742138366,17926.0372,21817.549499999997,26002.28481,73.59813799929157,92.938,93.882,97.546,0,231,1646,"OVERLOADED",1
"pd-thresh16","100","1","42",16.96890429951363,3288.767012076659,509,65.1879898013956,140.7762,155.27559999999997,451.4555199999999,4075.9788899624264,18796.2912,22143.740399999995,26172.022999999997,74.7626699136956,93.187,93.63,94.762,0,223,1649,"OVERLOADED",1
"pd-thresh16","100","1","123",16.23848093178871,3117.1214608364185,487,62.12149141072358,133.858,152.663,352.57719999999983,3686.7562670484126,17531.321,21225.479,25720.09519999999,73.88037281847802,94.028,95.185,96.527,0,197,1601,"OVERLOADED",0.9111967406613739
"pd-thresh16","100","1","777",17.101510063338594,3138.87716285348,513,65.00001262493424,136.014,155.85,427.544,3873.3507659126776,17888.821,21812.073,26665.551,75.4391810240803,94.668,96.098,97.295,0,235,1658,"OVERLOADED",1
"pd-thresh16","100","2","42",16.335487439610368,3080.77291792211,490,62.043119047619044,136.43580000000003,153.45004999999998,364.7261600000003,3792.804197722567,18201.96830000001,21992.69894999999,25870.774790000003,76.83211731813188,96.131,96.924,98.051,0,225,1596,"OVERLOADED",1
"pd-thresh16","100","2","123",15.404883348021322,2861.5404416533374,462,60.93457092018302,131.864,153.12089999999998,371.8540999999998,3442.3835988815454,17383.687600000005,21409.813899999986,25982.617319999998,76.81317509987464,96.377,98.338,98.894,0,215,1559,"OVERLOADED",1
"pd-thresh16","100","2","777",16.501457078660046,2977.929617851923,495,65.86196281202241,140.7804,157.75009999999997,479.6708399999988,3610.701076923077,16992.789999999997,21625.015999999996,26274.422799999993,76.89612909326279,94.967,95.861,96.428,0,246,1613,"OVERLOADED",1
"pd-thresh16","100","5","42",14.435236859900591,2644.4820523666385,433,63.59325600784698,135.21920000000003,160.2548,437.0639799999999,3191.09018440412,17012.8014,21432.362899999996,26972.368859999995,81.2042295572372,103.391,104.795,105.822,0,365,1508,"OVERLOADED",1
"pd-thresh16","100","5","123",14.00443940729211,2447.5091937477514,420,62.296724596391265,133.8675,161.815,383.0669999999999,2960.5259990503323,15741.826500000001,20929.61,25952.7071,83.32589578252173,105.585,106.675,108.752,0,241,1480,"OVERLOADED",1
"pd-thresh16","100","5","777",14.934652063110507,2513.321926326095,448,66.67656017191977,142.4979,165.43444999999988,455.43431000000226,3072.064339063992,16346.9016,21167.807799999995,25884.68366000004,83.31010134098338,104.355,105.305,107.999,0,354,1532,"OVERLOADED",1
"pd-thresh16","120","0.5","42",17.233530370030564,3390.138760586496,517,55.922841764467826,121.484,140.3365,294.340400000021,3241.8843330635373,16889.236,21504.432,25953.084600000017,75.8923495246378,91.867,92.438,94.286,0,282,1666,"OVERLOADED",1
"pd-thresh16","120","0.5","123",16.702737578689145,3235.163576643545,501,56.10855671761867,126.38449999999999,146.8295,334.26070000000044,3058.0954030571197,16607.63,21224.88,25602.181400000012,75.63887202966708,92.314,92.814,93.644,0,261,1636,"OVERLOADED",1
"pd-thresh16","120","0.5","777",17.369089654673495,3186.244481105114,521,57.24124654286843,130.402,149.8045,370.66029999999347,3026.46121572501,16103.09,21072.3985,25579.951499999977,76.42078915973194,92.54,93.34,93.814,0,256,1660,"OVERLOADED",1
"pd-thresh16","120","1","42",17.033528083337753,3348.0716129521084,511,56.34042028397566,120.5274,149.68599999999992,352.8589600000001,3237.419724137931,17055.46779999999,21784.53079999999,26166.467600000007,76.96079006304413,93.675,94.486,97.226,0,317,1679,"OVERLOADED",1
"pd-thresh16","120","1","123",16.37028668272844,3148.6962817044273,491,56.52453849222178,125.81400000000001,150.7611,349.0612000000005,3002.2904303948944,16745.292,21343.9452,25594.43918,77.1794581102513,93.449,94.919,95.972,0,273,1623,"OVERLOADED",1
"pd-thresh16","120","1","777",17.1357237667988,3176.1430719585383,514,58.09909795436664,129.2347,151.40994999999995,403.6140700000002,3022.0072450826124,15977.297100000007,21292.064449999998,25806.52095000001,77.82229068037189,94.399,95.706,97.573,0,288,1654,"OVERLOADED",1
"pd-thresh16","120","2","42",16.700190938849733,3260.1039405217202,501,56.47814512922465,128.8532,148.17069999999993,333.7466200000002,3102.4004242544734,16635.599,21602.528099999996,25966.329240000006,77.60076436007853,94.096,94.902,98.555,0,315,1655,"OVERLOADED",1
